Source,Target,consensus,consistency,weight,distance
SUD,SYR,1.0,1.0,2,0.5
SUD,TAZ,0.0,1.0,1,1.0
SUD,TUN,1.0,1.0,2,0.5
SUD,UAE,1.0,1.0,2,0.5
SUD,UGA,0.0,1.0,1,1.0
SUD,YEM,1.0,1.0,2,0.5
SUD,ZAM,0.0,1.0,1,1.0
SUR,SVG,1.0,1.0,1,1.0
SUR,TRI,1.0,1.0,1,1.0
SUR,URU,1.0,1.0,1,1.0
SUR,USA,0.91,0.8200000000000001,1,1.0
SUR,VEN,1.0,1.0,1,1.0
SVG,TRI,1.0,1.0,1,1.0
SVG,URU,1.0,1.0,1,1.0
SVG,USA,0.91,0.8200000000000001,1,1.0
SVG,VEN,1.0,1.0,1,1.0
SYR,TUN,1.0,1.0,2,0.5
SYR,UAE,1.0,1.0,2,0.5
SYR,YEM,1.0,1.0,2,0.5
TAJ,TKM,1.0,1.0,2,0.5
TAJ,UKR,1.0,1.0,1,1.0
TAJ,UZB,1.0,1.0,4,0.25
TAZ,UGA,1.0,1.0,1,1.0
TAZ,ZAM,1.0,1.0,1,1.0
TKM,UKR,1.0,1.0,1,1.0
TKM,UZB,1.0,1.0,2,0.5
TRI,URU,1.0,1.0,1,1.0
TRI,USA,0.91,0.8200000000000001,1,1.0
TRI,VEN,1.0,1.0,1,1.0
TUN,UAE,1.0,1.0,2,0.5
TUN,YEM,1.0,1.0,2,0.5
TUR,UKG,1.0,1.0,1,1.0
TUR,USA,0.09,0.8200000000000001,2,0.5
UAE,YEM,1.0,1.0,2,0.5
UGA,ZAM,1.0,1.0,1,1.0
UKG,USA,0.09,0.8200000000000001,1,1.0
UKR,UZB,1.0,1.0,1,1.0
URU,USA,0.91,0.8200000000000001,1,1.0
URU,VEN,1.0,1.0,1,1.0
USA,VEN,0.91,0.8200000000000001,1,1.0
